|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
673|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 21 Apr 2015 16:17:22 GMT +0|||||iSmartAlarm - Smart Switch - White|||$39.99|USD|||||||product name|
674|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 21 Apr 2015 18:57:17 GMT +0|||||April 21, 2015 at 12:17PM|||||||||||time|
675| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 21, 2015 at 03:01PM|Tue 21 Apr 2015 19:01:45 GMT +0|||| http://ift.tt/Ja6u9Z|60|||52| low fahrenheit|56| current fahrenheit| Cloudy| condition| 14| wind speed| high fahrenheit|
676|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 21 Apr 2015 20:32:03 GMT +0|||||April 21, 2015 at 01:51PM|||||||||||time|
677|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 21 Apr 2015 22:09:01 GMT +0|||||April 21, 2015 at 03:28PM|||||||||||time|
678|new article|Colin||||||||||||A new article appears in the New York Times about the Internet of Things.|||||||New York, NY|||||||||||||||||||||||||the New York Times|1||||||||Tue 21 Apr 2015 23:22:39 GMT +0|||||BlackBerry Introduces Security Offering for IoT Devices|||BlackBerry Ltd said on Tuesday it is launching a new certificate service that will help bring the security level it offers on smartphones to a slew of devices from cars to smart meters.|blurb|Technology|section|||||title|
679|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 21 Apr 2015 23:45:53 GMT +0|||||April 21, 2015 at 05:06PM|||||||||||time|
680|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 01:18:35 GMT +0|||||April 21, 2015 at 06:43PM|||||||||||time|
681| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Wed 22 Apr 2015 02:52:07 GMT +0|||| http://ift.tt/Ja6u9Z| April 21, 2015 at 10:49PM||||||||||| time|
682|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 02:52:43 GMT +0|||||April 21, 2015 at 08:19PM|||||||||||time|
683|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 04:32:20 GMT +0|||||April 21, 2015 at 09:56PM|||||||||||time|
684| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 22, 2015 at 09:52AM|Wed 22 Apr 2015 13:52:13 GMT +0|||| http://ift.tt/1mQUBGM|| 1.29| percent change| 196.74| price||||||| name value = Illumina, Inc.|
685|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 18:00:04 GMT +0|||||April 22, 2015 at 11:26AM|||||||||||time|
686| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 22, 2015 at 03:01PM|Wed 22 Apr 2015 19:02:02 GMT +0|||| http://ift.tt/Ja6u9Z|66|||51| low fahrenheit|57| current fahrenheit| Sunny| condition| 7| wind speed| high fahrenheit|
687|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 19:37:11 GMT +0|||||April 22, 2015 at 12:57PM|||||||||||time|
688| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Wed 22 Apr 2015 20:55:32 GMT +0|||| http://ift.tt/Ja6u9Z| 62||||||||||| fahrenheit|
689|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 21:13:26 GMT +0|||||April 22, 2015 at 02:34PM|||||||||||time|
690|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 22 Apr 2015 22:46:06 GMT +0|||||April 22, 2015 at 04:11PM|||||||||||time|
691|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 00:24:04 GMT +0|||||April 22, 2015 at 05:49PM|||||||||||time|
692|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 02:06:34 GMT +0|||||April 22, 2015 at 07:25PM|||||||||||time|
693| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Thu 23 Apr 2015 02:54:46 GMT +0|||| http://ift.tt/Ja6u9Z| April 22, 2015 at 10:49PM||||||||||| time|
694|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 03:49:55 GMT +0|||||April 22, 2015 at 09:02PM|||||||||||time|
695| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 23, 2015 at 10:05AM|Thu 23 Apr 2015 14:05:26 GMT +0|||| http://ift.tt/1mQUBGM|| 0.69| percent change| 188.72| price||||||| name value = Illumina, Inc.|
696| stock rise| Colin||||||||| 0.55||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 23, 2015 at 11:40AM|Thu 23 Apr 2015 15:40:08 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 191.089| price||||||| name value = Illumina, Inc.|
697|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 18:38:10 GMT +0|||||April 23, 2015 at 12:04PM|||||||||||time|
698| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 23, 2015 at 03:02PM|Thu 23 Apr 2015 19:02:58 GMT +0|||| http://ift.tt/Ja6u9Z|66|||52| low fahrenheit|57| current fahrenheit| Mostly Sunny| condition| 5| wind speed| high fahrenheit|
699|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 20:25:58 GMT +0|||||April 23, 2015 at 01:39PM|||||||||||time|
700| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Thu 23 Apr 2015 20:43:03 GMT +0|||| http://ift.tt/Ja6u9Z| 61||||||||||| fahrenheit|
701|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 22:00:58 GMT +0|||||April 23, 2015 at 03:17PM|||||||||||time|
702|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 23 Apr 2015 23:35:04 GMT +0|||||April 23, 2015 at 04:54PM|||||||||||time|
703|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 01:03:20 GMT +0|||||April 23, 2015 at 06:31PM|||||||||||time|
704|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 02:53:12 GMT +0|||||April 23, 2015 at 08:07PM|||||||||||time|
705| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Fri 24 Apr 2015 02:53:19 GMT +0|||| http://ift.tt/Ja6u9Z| April 23, 2015 at 10:51PM||||||||||| time|
706|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 04:28:38 GMT +0|||||April 23, 2015 at 09:45PM|||||||||||time|
707| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 24, 2015 at 09:58AM|Fri 24 Apr 2015 13:59:02 GMT +0|||| http://ift.tt/1mQUBGM|| 0.83| percent change| 191.0| price||||||| name value = Illumina, Inc.|
708|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 17:56:45 GMT +0|||||April 24, 2015 at 11:11AM|||||||||||time|
709| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 24, 2015 at 03:01PM|Fri 24 Apr 2015 19:02:03 GMT +0|||| http://ift.tt/Ja6u9Z|61|||53| low fahrenheit|60| current fahrenheit| Mostly Sunny/Wind| condition| 21| wind speed| high fahrenheit|
710|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 19:16:57 GMT +0|||||April 24, 2015 at 12:45PM|||||||||||time|
711| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Fri 24 Apr 2015 19:47:07 GMT +0|||| http://ift.tt/Ja6u9Z| 61||||||||||| fahrenheit|
712|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 21:10:16 GMT +0|||||April 24, 2015 at 02:22PM|||||||||||time|
713|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Fri 24 Apr 2015 22:41:22 GMT +0|||||April 24, 2015 at 04:00PM|||||||||||time|
714|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 00:17:06 GMT +0|||||April 24, 2015 at 05:37PM|||||||||||time|
715|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 01:50:14 GMT +0|||||April 24, 2015 at 07:13PM|||||||||||time|
716| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sat 25 Apr 2015 03:09:22 GMT +0|||| http://ift.tt/Ja6u9Z| April 24, 2015 at 10:51PM||||||||||| time|
717|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 03:26:26 GMT +0|||||April 24, 2015 at 08:50PM|||||||||||time|
718|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 16:54:31 GMT +0|||||April 25, 2015 at 10:19AM|||||||||||time|
719|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 18:29:37 GMT +0|||||April 25, 2015 at 11:51AM|||||||||||time|
720| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 25, 2015 at 03:02PM|Sat 25 Apr 2015 19:02:54 GMT +0|||| http://ift.tt/Ja6u9Z|64|||48| low fahrenheit|57| current fahrenheit| Partly Cloudy| condition| 12| wind speed| high fahrenheit|
721|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 20:04:07 GMT +0|||||April 25, 2015 at 01:28PM|||||||||||time|
722|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 21:40:00 GMT +0|||||April 25, 2015 at 03:06PM|||||||||||time|
723| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sat 25 Apr 2015 22:58:24 GMT +0|||| http://ift.tt/Ja6u9Z| 62||||||||||| fahrenheit|
724|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sat 25 Apr 2015 23:14:56 GMT +0|||||April 25, 2015 at 04:43PM|||||||||||time|
725|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 01:06:09 GMT +0|||||April 25, 2015 at 06:19PM|||||||||||time|
726|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 02:40:49 GMT +0|||||April 25, 2015 at 07:56PM|||||||||||time|
727| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 26 Apr 2015 02:55:41 GMT +0|||| http://ift.tt/Ja6u9Z| April 25, 2015 at 10:53PM||||||||||| time|
728| temperature drops| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 26 Apr 2015 11:42:39 GMT +0|||| http://ift.tt/Ja6u9Z| 48||||||||||| fahrenheit|
729| temperature drops| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 26 Apr 2015 14:21:08 GMT +0|||| http://ift.tt/Ja6u9Z| 48||||||||||| fahrenheit|
730|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 17:44:22 GMT +0|||||April 26, 2015 at 10:58AM|||||||||||time|
731| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 26, 2015 at 03:02PM|Sun 26 Apr 2015 19:02:47 GMT +0|||| http://ift.tt/Ja6u9Z|69|||52| low fahrenheit|60| current fahrenheit| Sunny| condition| 8| wind speed| high fahrenheit|
732|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 19:17:10 GMT +0|||||April 26, 2015 at 12:33PM|||||||||||time|
733| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Sun 26 Apr 2015 19:32:38 GMT +0|||| http://ift.tt/Ja6u9Z| 63||||||||||| fahrenheit|
734|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 20:52:19 GMT +0|||||April 26, 2015 at 02:11PM|||||||||||time|
735|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Sun 26 Apr 2015 22:26:11 GMT +0|||||April 26, 2015 at 03:49PM|||||||||||time|
736|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 00:00:31 GMT +0|||||April 26, 2015 at 05:25PM|||||||||||time|
737|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 01:36:05 GMT +0|||||April 26, 2015 at 07:02PM|||||||||||time|
738| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Mon 27 Apr 2015 02:55:15 GMT +0|||| http://ift.tt/Ja6u9Z| April 26, 2015 at 10:53PM||||||||||| time|
739|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 03:11:32 GMT +0|||||April 26, 2015 at 08:40PM|||||||||||time|
740| weather clear| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Mon 27 Apr 2015 12:41:27 GMT +0|||| http://ift.tt/Ja6u9Z| 53||| Fair| weather||||||| fahrenheit|
741| stock rise| Colin||||||||| 1.62||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 27, 2015 at 09:55AM|Mon 27 Apr 2015 13:55:25 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 192.71| price||||||| name value = Illumina, Inc.|
742|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 16:45:30 GMT +0|||||April 27, 2015 at 10:05AM|||||||||||time|
743| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 27, 2015 at 12:45PM|Mon 27 Apr 2015 16:45:32 GMT +0|||| http://ift.tt/1mQUBGM|| 1.43| percent change| 186.88| price||||||| name value = Illumina, Inc.|
744| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Mon 27 Apr 2015 17:00:44 GMT +0|||| http://ift.tt/Ja6u9Z| 61||||||||||| fahrenheit|
745|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 18:21:16 GMT +0|||||April 27, 2015 at 11:39AM|||||||||||time|
746| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 27, 2015 at 03:01PM|Mon 27 Apr 2015 19:01:53 GMT +0|||| http://ift.tt/Ja6u9Z|74|||52| low fahrenheit|66| current fahrenheit| Sunny| condition| 5| wind speed| high fahrenheit|
747|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 19:55:08 GMT +0|||||April 27, 2015 at 01:17PM|||||||||||time|
748|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 21:30:27 GMT +0|||||April 27, 2015 at 02:54PM|||||||||||time|
749|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Mon 27 Apr 2015 23:06:30 GMT +0|||||April 27, 2015 at 04:31PM|||||||||||time|
750|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 00:47:41 GMT +0|||||April 27, 2015 at 06:07PM|||||||||||time|
751|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 02:19:32 GMT +0|||||April 27, 2015 at 07:44PM|||||||||||time|
752| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Tue 28 Apr 2015 02:56:54 GMT +0|||| http://ift.tt/Ja6u9Z| April 27, 2015 at 10:55PM||||||||||| time|
753|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 07:59:14 GMT +0|||||INSTEON - 6-Button Keypad Dimmer - White|||$79.99|USD|||||||product name|
754| stock drop| Colin|||||||||||| when Illumina stock goes down by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 28, 2015 at 10:26AM|Tue 28 Apr 2015 14:26:25 GMT +0|||| http://ift.tt/1mQUBGM|| 0.52| percent change| 182.76| price||||||| name value = Illumina, Inc.|
755|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 15:45:32 GMT +0|||||April 28, 2015 at 09:13AM|||||||||||time|
756| stock rise| Colin||||||||| 0.55||| when Illumina stock goes up by over 0.5% an event is created||||||| Berkeley, CA||||||||||||||||||||||||| stock market|||||||| April 28, 2015 at 12:33PM|Tue 28 Apr 2015 16:33:37 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 184.73| price||||||| name value = Illumina, Inc.|
757|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 17:21:10 GMT +0|||||April 28, 2015 at 10:45AM|||||||||||time|
758|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 18:56:11 GMT +0|||||April 28, 2015 at 12:22PM|||||||||||time|
759| temperature drops| weather||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||| April 28, 2015 at 03:01PM|Tue 28 Apr 2015 19:01:54 GMT +0|||| http://ift.tt/Ja6u9Z|67|||50| low fahrenheit|55| current fahrenheit| Partly Cloudy| condition| 6| wind speed| high fahrenheit|
760|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:51:58 GMT +0|||||Oco - Wireless High-Definition Security Camera - Silver|||$149.99|USD|||||||product name|
761|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:00 GMT +0|||||Night Owl - 16-Channel, 12-Camera Indoor/Outdoor DVR Security System - White/Black|||$699.99|USD|||||||product name|
762|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:02 GMT +0|||||Night Owl - 16-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black|||$699.99|USD|||||||product name|
763|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:03 GMT +0|||||Night Owl - 4-Channel, 4-Camera Indoor/Outdoor DVR Security System - Black|||$379.99|USD|||||||product name|
764|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:05 GMT +0|||||Night Owl - 8-Channel, 4-Camera Indoor/Outdoor DVR Security System - Black/White|||$349.99|USD|||||||product name|
765|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:07 GMT +0|||||Night Owl - 8-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black|||$549.99|USD|||||||product name|
766|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 19:52:09 GMT +0|||||Night Owl - 8-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black|||$399.99|USD|||||||product name|
767|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 20:30:34 GMT +0|||||April 28, 2015 at 02:00PM|||||||||||time|
768|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 21:11:29 GMT +0|||||Playbulb - Rainbow Multicolor Smart LED Light Bulbs (3-Pack) - White/Silver|||$99.99|USD|||||||product name|
769|item for sale|Colin||||||||||||A new connected home device is available at Best Buy.|||||||Berkeley,CA|||||||||||||||||||||||||Best Buy|1||||||||Tue 28 Apr 2015 21:59:08 GMT +0|||||Defender - Sentinel 4-Channel, 2-Camera Indoor/Outdoor Wireless DVR Security System - Black|||$399.99|USD|||||||product name|
770|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 22:22:05 GMT +0|||||April 28, 2015 at 03:37PM|||||||||||time|
771| weather rises| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Tue 28 Apr 2015 22:37:18 GMT +0|||| http://ift.tt/Ja6u9Z| 61||||||||||| fahrenheit|
772|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Tue 28 Apr 2015 23:57:29 GMT +0|||||April 28, 2015 at 05:13PM|||||||||||time|
773|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Wed 29 Apr 2015 01:32:14 GMT +0|||||April 28, 2015 at 06:50PM|||||||||||time|
774| sunset| Colin||||||||||||||||||| Berkeley, CA||||||||||||||||||||||||| weather|||||||||Wed 29 Apr 2015 03:07:11 GMT +0|||| http://ift.tt/Ja6u9Z| April 28, 2015 at 10:55PM||||||||||| time|
