|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
420|pocket|||||||||April 05, 2015 at 10:51PM|||||||Followers of Neurotology star in a music video that sings the religion's praises in this Scientology parody.Download the SNL App for free: http://ift.tt/1BgwPN7 more SNL 40th Anniversary Special: http://goo.gl/gLyPTcGet more SNL on Hulu Plus: http://ift.tt/1sCVcQG|||||||||||||||||||||||||||||||iot|||||||Mon 6 Apr 2015 06:00:22 GMT +0|Neurotology Music Video - SNL|||http://ift.tt/1aAy2F9|||||||||||||
421|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 07:31:50 GMT +0|||||April 06, 2015 at 01:00AM|||||||||||time|
422|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 09:21:25 GMT +0|||||April 06, 2015 at 02:36AM|||||||||||time|
423| weather value_type = fahrenheit value = 51||||||||||||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 09:52:42 GMT +0|||| http://ift.tt/Ja6u9Z||||| weather value2 = Fair||||||||
424| weather||||||||||||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 10:40:44 GMT +0|||| http://ift.tt/Ja6u9Z| 45||||||||||| fahrenheit|
425|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 10:56:24 GMT +0|||||April 06, 2015 at 04:13AM|||||||||||time|
426| stock market|||||||||| 0.6||| when Illumina stock goes up by over 0.5% an event is created|||||||||||||||||||||||||||||||||||||||| April 06, 2015 at 02:07PM|Mon 6 Apr 2015 18:08:13 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 184.1125| price||||||| name value = Illumina, Inc.|
427|pocket|||||||||April 06, 2015 at 11:40AM|||||||The University of Virginia chapter of Phi Kappa Psi announced Monday that the fraternity house will file a lawsuit against Rolling Stone, calling the magazine?s reporting that described an alleged gang-rape by some of its members ?reckless.||||||||||||||||||||||||||||||||http://ift.tt/1NOd4yz||||||Mon 6 Apr 2015 18:52:40 GMT +0|U-Va. fraternity announces lawsuit against Rolling Stone||||||||||||||||
428|pocket|||||||||April 06, 2015 at 02:19PM|||||||Former NSA contractor Edward Snowden sat down for an interview with comedian John Oliver nearly two years after he leaked classified documents about U.S. government surveillance programs and fled to Russia to escape prosecution.||||||||||||||||||||||||||||||||http://ift.tt/1PbkHCL||||||Mon 6 Apr 2015 21:33:05 GMT +0|Edward Snowden Explains How The Government Can Get Your 'Dick Pic' During Interview With John Oliver||||||||||||||||
429| weather||||||||||||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 22:23:34 GMT +0|||| http://ift.tt/Ja6u9Z| 61||||||||||| fahrenheit|
430|pocket|||||||||April 06, 2015 at 03:34PM|||||||Firing back at former SeaWorld trainer John Hargrove, who was featured in the 2013 documentary Blackfish, the theme park released a five-year-old cell phone video of a clearly drunk Hargrove shouting quot;nigger= quot; to a friend on speakerphone.tagsurl=http://ift.tt/1JgszyC||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 22:35:14 GMT +0|SeaWorld Leaks Drunken, Racist Video of Blackfish Critic||||||||||||||||
431|pocket|||||||||April 06, 2015 at 03:42PM|||||||Last month, when former Congressman Barney Frank was promoting his new memoir, we found out that he didn?t consider himself an atheist (contrary to what he had suggested in the past).||||||||||||||||||||||||||||||||http://ift.tt/1JhE1tH||||||Mon 6 Apr 2015 22:51:08 GMT +0|Former Congressman Barney Frank: Atheist Politicians Shouldn?t Use the Word ?Atheist?||||||||||||||||
432|pocket|||||||||April 06, 2015 at 03:49PM|||||||BOULDER, Colo. -- ONCE upon a time in America, baby boomers paid for college with the money they made from their summer jobs. Then, over the course of the next few decades, public funding for higher education was slashed.||||||||||||||||||||||||||||||||http://ift.tt/1bXf0ZP||||||Mon 6 Apr 2015 22:51:09 GMT +0|The Real Reason College Tuition Costs So Much||||||||||||||||
433|pocket|||||||||April 06, 2015 at 03:50PM|||||||PHILADELPHIA (CBS) - Vegetarians almost always go back to eating meat. That?s the takeaway from new research conducted by the Humane Research Council.||||||||||||||||||||||||||||||||http://ift.tt/1yxkzps||||||Mon 6 Apr 2015 22:51:11 GMT +0|Study: Vegetarians Usually Revert To Eating Meat||||||||||||||||
434|pocket|||||||||April 06, 2015 at 03:50PM|||||||Likely 2016 GOP presidential candidate Jeb Bush speaks Spanish fluently, his wife was born in Mexico and he lived in Venezuela for two years -- but he is not Hispanic. Yet, it seems Mr. Bush might've been unclear about this at one point.||||||||||||||||||||||||||||||||http://ift.tt/19YiXMl||||||Mon 6 Apr 2015 22:51:12 GMT +0|Jeb Bush marked 'Hispanic' on 2009 voter registration form - AOL.com||||||||||||||||
435|pocket|||||||||April 06, 2015 at 03:40PM|||||||We live in the age of the leaker. Edward Snowden, Glenn Greenwald, and Julian Assange are celebrated as heroes on op-ed pages and across glossy magazine spreads. By exposing the secrets of the government, they claim to have revealed its systematic disregard for individual freedom and privacy.||||||||||||||||||||||||||||||||http://ift.tt/Km0nS7||||||Mon 6 Apr 2015 22:58:24 GMT +0|Would You Feel Differently About Snowden, Greenwald, and Assange If You Knew What They Really Thought?||||||||||||||||
436|pocket|||||||||April 06, 2015 at 03:51PM|||||||||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 23:07:10 GMT +0|ELI5: Do caterpillars know they are going to be a butterfly when they make a cocoon or are they just like quot;wtf am I doing= quot;?excerpt=ELI5: Do caterpillars know they are going to be a butterfly when they make a cocoon or are they just like quot;? (self.explainlikeimfive) You do not have to know you are becoming adult to actually become one. It's just process independent of your will or = quot;knowing= quot;.tagsurl=http://ift.tt/1DEAhDT||||||||||||||||
437|pocket|||||||||April 06, 2015 at 04:03PM|||||||The video begins innocently enough: a cop ambles to the back of an empty bus, where a man is sprawled across the seats, apparently asleep. quot;Hey, buddy,= quot; the cop says, trying to wake him. = quot;Hey, buddy? Are you all right?= quot;tagsurl=http://ift.tt/1Dd4CY2||||||||||||||||||||||||||||||||||||||Mon 6 Apr 2015 23:07:11 GMT +0|Public Defender Uses Video To Become Cops' Worst Nightmare||||||||||||||||
438|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 00:14:40 GMT +0|||||April 06, 2015 at 05:43PM|||||||||||time|
439|pocket|||||||||April 06, 2015 at 05:33PM|||||||Source: Cell Press Summary: The ability to learn associations between events is critical for survival, but it has not been clear how different pieces of information stored in memory may be linked together by populations of neurons.||||||||||||||||||||||||||||||||http://ift.tt/1F7cwPH||||||Tue 7 Apr 2015 00:42:45 GMT +0|Scientists create artificial link between unrelated memories||||||||||||||||
440|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 02:11:04 GMT +0|||||April 06, 2015 at 07:15PM|||||||||||time|
441| sunset||||||||||||||||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 02:55:42 GMT +0|||| http://ift.tt/Ja6u9Z| April 06, 2015 at 10:36PM||||||||||| time|
442|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 03:30:13 GMT +0|||||April 06, 2015 at 08:51PM|||||||||||time|
443|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 05:13:27 GMT +0|||||April 06, 2015 at 10:29PM|||||||||||time|
444|pocket|||||||||April 06, 2015 at 10:19PM|||||||Members of New York City's Department of Parks and Recreation have removed a bust of Edward Snowden, secretly installed in Fort Greene Park by a group of anonymous artists at night.||||||||||||||||||||||||||||||||http://ift.tt/1DWCVDs||||||Tue 7 Apr 2015 05:25:23 GMT +0|Snowden statue removed from New York park||||||||||||||||
445|pocket|||||||||April 06, 2015 at 10:32PM|||||||Turn on the TV, and you'll be hard-pressed to find a news story about Americans uniting across ideologies. Our nation appears mired in controversy on every topic imaginable, from parenting to religious freedom to who should host the Daily Show.||||||||||||||||||||||||||||||||http://ift.tt/1CePhkK||||||Tue 7 Apr 2015 05:41:06 GMT +0|An Executive Order the Left and Right Can Agree On||||||||||||||||
446|pocket|||||||||April 06, 2015 at 11:01PM|||||||Why did Eastern Orthodoxy develop an emphasis on Christian mysticism while Roman Catholcism developed an emphasis on scholasticism? Did this predate the great schism? (self.AskHistorians)||||||||||||||||||||||||||||||||http://ift.tt/1GgGvdF||||||Tue 7 Apr 2015 06:12:01 GMT +0|Why did Eastern Orthodoxy develop an emphasis on Christian mysticism while Roman Catholcism developed an emphasis on scholasticism? Did this predate the great schism? : AskHistorians||||||||||||||||
447|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 06:49:09 GMT +0|||||April 07, 2015 at 12:06AM|||||||||||time|
448|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 08:24:06 GMT +0|||||April 07, 2015 at 01:43AM|||||||||||time|
449|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 09:59:18 GMT +0|||||April 07, 2015 at 03:19AM|||||||||||time|
450| weather||||||||||||||||||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 13:50:12 GMT +0|||| http://ift.tt/Ja6u9Z| 48||||||||||| fahrenheit|
451| stock market|||||||||| 2.09||| when Illumina stock goes up by over 0.5% an event is created|||||||||||||||||||||||||||||||||||||||| April 07, 2015 at 10:02AM|Tue 7 Apr 2015 14:02:18 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 186.7| price||||||| name value = Illumina, Inc.|
452|pocket|||||||||April 07, 2015 at 08:01AM|||||||Mes parents adorent Internet. Ils trouvent c,a ge'nial. Mais ils ne le comprennent pas. Du tout... Non parce qu?ils ne veulent pas le comprendre, juste parce que... c,a les de'passe, de tre`s loin.||||||||||||||||||||||||||||||||http://ift.tt/1H11eRL||||||Tue 7 Apr 2015 15:16:01 GMT +0|Blog personnel d'un sysadmin, tendance hacker||||||||||||||||
453|pocket|||||||||April 07, 2015 at 08:01AM|||||||Hi folks, our job description is below. The best way to apply is to the green quot;Apply Now= quot; button here. Good Luck!tagsurl=http://ift.tt/1C7MDyj||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 15:16:01 GMT +0|[Hiring] Alchemist - Junior Technical Analyst (entry-level, Full Time, Paid)||||||||||||||||
454|pocket|||||||||April 07, 2015 at 08:14AM|||||||I started climtagsurl=http://ift.tt/1bWa4UU||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 15:16:03 GMT +0|Featured Photographer: Austin Siadak [Full Interview]||||||||||||||||
455|pocket|||||||||April 07, 2015 at 11:49AM|||||||Samwise Gamgee also known as Sam (or 'The Rude, Suspicious Hobbit', or 'Stupid Fat Hobbit', or 'Fat One' --all by Gollum), was a Hobbit of the Shire. He was Frodo Baggins' gardener and best friend.||||||||||||||||||||||||||||||||http://ift.tt/1hjtoa8||||||Tue 7 Apr 2015 18:59:21 GMT +0|Samwise Gamgee||||||||||||||||
456|pocket|||||||||April 07, 2015 at 03:24PM|||||||WASHINGTON -- President Obama signed a directive Thursday in an effort to quot;maintain the president's exclusive control of the information resources= quot; provided to the White House.tagsurl=http://ift.tt/1xCRBRM||||||||||||||||||||||||||||||||||||||Tue 7 Apr 2015 22:33:07 GMT +0|Obama tightens his control over White House computers||||||||||||||||
457|pocket|||||||||April 07, 2015 at 03:31PM|||||||WASHINGTON -- A white police officer in North Charleston, S.C., was charged with murder on Tuesday after a video surfaced showing him shooting and killing an apparently unarmed black man in the back while he ran away. The officer, Michael T.||||||||||||||||||||||||||||||||http://ift.tt/1ybHQ2P||||||Tue 7 Apr 2015 22:41:10 GMT +0|South Carolina Officer Is Charged With Murder in Black Man?s Death||||||||||||||||
458|pocket|||||||||April 07, 2015 at 03:41PM|||||||WASHINGTON (The Borowitz Report)--The Republican Presidential candidate Ted Cruz?s constant references to Jesus Christ in his speeches and campaign ads are sparking a strong interest in atheism among millions of Americans, atheist leaders report. Since Sen.||||||||||||||||||||||||||||||||http://ift.tt/1GYSM5n||||||Tue 7 Apr 2015 22:49:41 GMT +0|Cruz?s Constant References to Jesus Drive Millions to Atheism||||||||||||||||
459|pocket|||||||||April 07, 2015 at 05:00PM|||||||As of February 2015, the city of Chicago owes over $120,000 to its lawyers in the city?s attempt to defend itself against two stingray-related lawsuits. The discovery comes from new public records Ars has obtained.||||||||||||||||||||||||||||||||http://ift.tt/1DGmtsw||||||Wed 8 Apr 2015 00:07:45 GMT +0|Chicago owes lawyers over $120,000 for defense against two stingray cases||||||||||||||||
460|pocket|||||||||April 07, 2015 at 05:01PM|||||||This year?s annual TED conference held in Vancouver, Canada, once again featured some of the great innovators and thinkers changing the world today.||||||||||||||||||||||||||||||||http://ift.tt/1HMcEXL||||||Wed 8 Apr 2015 00:07:47 GMT +0|5 Fascinating Takeaways From David Eagleman?s TED Talk||||||||||||||||
461|pocket|||||||||April 07, 2015 at 05:26PM|||||||NORTH CHARLESTON, S.C. (WCIV) -- The attorney for a North Charleston police officer who shot a 50-year-old man during a confrontation at a traffic stop Saturday says his client believes he followed proper procedure. The incident began about 9:30 a.m.||||||||||||||||||||||||||||||||http://ift.tt/1NV5OD3||||||Wed 8 Apr 2015 00:39:32 GMT +0|"Attorney: Officer who shot man Saturday believes he followed pro - WCIV-TV | ABC News 4 - Charleston News, Sports, Weather"||||||||||||||||
462|pocket||||||||||||||||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 00:39:43 GMT +0|||April 07, 2015 at 05:36PM||||||||||||||
463|pocket|||||||||April 07, 2015 at 05:36PM|||||||Where does Louis C.K.'s off-kilter comic vision come from? Turns out the answer may be quot;Mexico.= quot; C.K. was born in Washington, D.C., but moved to his father's native Mexico at age one - he and his family didn't move back to the U.S. until he was seven or so.tagsurl=http://ift.tt/YNhal8||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 00:39:57 GMT +0|Louis C.K.: I'm an Accidental White Person||||||||||||||||
464|pocket|||||||||April 07, 2015 at 05:33PM|||||||Walter L. Scott died Saturday after Patrolman 1st Class Michael T. Slager, 33, shot him in the back.||||||||||||||||||||||||||||||||http://ift.tt/1CbPSov||||||Wed 8 Apr 2015 00:40:22 GMT +0|North Charleston officer faces murder charge after video shows him shooting man in back||||||||||||||||
465|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 01:01:59 GMT +0|||||April 07, 2015 at 06:22PM|||||||||||time|
466|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 02:34:59 GMT +0|||||April 07, 2015 at 07:57PM|||||||||||time|
467| sunset||||||||||||||||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 02:52:09 GMT +0|||| http://ift.tt/Ja6u9Z| April 07, 2015 at 10:36PM||||||||||| time|
468|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 04:19:44 GMT +0|||||April 07, 2015 at 09:35PM|||||||||||time|
469|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 05:51:04 GMT +0|||||April 07, 2015 at 11:13PM|||||||||||time|
470|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 07:22:05 GMT +0|||||April 08, 2015 at 12:49AM|||||||||||time|
471|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 09:12:18 GMT +0|||||April 08, 2015 at 02:26AM|||||||||||time|
472|iss|||||||||||||Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 10:47:51 GMT +0|||||April 08, 2015 at 04:04AM|||||||||||time|
473| weather||||||||||||||||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 12:37:32 GMT +0|||| http://ift.tt/Ja6u9Z| 49||||||||||| fahrenheit|
474| stock market|||||||||| 0.74||| when Illumina stock goes up by over 0.5% an event is created|||||||||||||||||||||||||||||||||||||||| April 08, 2015 at 09:56AM|Wed 8 Apr 2015 13:56:07 GMT +0|||| http://ift.tt/1mQUBGM||| percent| 184.13| price||||||| name value = Illumina, Inc.|
475|pocket|||||||||April 08, 2015 at 12:35PM|||||||One of the big arguments trotted out repeatedly by surveillance state defenders concerning the NSA's Section 215 program to collect records on all phone calls is that such a thing quot;would have prevented 9/11= quot; if it had been in place at the time.tagsurl=http://ift.tt/1FBpuIa||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 19:41:48 GMT +0|Turns Out Feds Actually Tracked Most International Calls For Nearly A Decade Before 9/11 -- Didn't Stop The Attack||||||||||||||||
476|pocket|||||||||April 08, 2015 at 12:38PM|||||||Tyler Kost, appeared in court this Monday, he was arrested last May and currently faces 30 charges in three indictments from sexual abuse to child molestation crimes against 13 girls between the ages of 13 and 17, most of whom were former classmates of his at Poston Butte High School.||||||||||||||||||||||||||||||||http://ift.tt/1c7onpO||||||Wed 8 Apr 2015 19:41:50 GMT +0|Lawyer claims 13 girls framed fellow student of rape because he was a ?player? and Facebook evidence shows they were inspired by the movie John Tucker Must Die||||||||||||||||
477| weather||||||||||||||||||||||||||||||||||||||||||||||||||||||Wed 8 Apr 2015 22:23:57 GMT +0|||| http://ift.tt/Ja6u9Z| 62||||||||||| fahrenheit|
478|added item|Colin||||||||||||Articles and Web pages related to IOT.|||||||Berkeley,CA|||||||||||||||||||||||||pocket|1||||||||Wed 8 Apr 2015 23:58:48 GMT +0|John Oliver Makes Edward Snowden Squirm on ?Last Week Tonight?|||http://ift.tt/1HSs4tx|Strangely enough, the host of HBO?s Last Week Tonight conducted arguably the toughest interview with Edward Snowden, taking him to task on the leaked NSA documents.|||||||||||text|
479|orbit|Colin|||||||||||||||||||Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.|||||||||||||||||||||||||NASA|2||||||||Thu 9 Apr 2015 00:14:20 GMT +0|||||April 08, 2015 at 05:29PM|||||||||||time|
